code,catalog_name,catalog_depth,parent_catalog_code,full_catalog_name
5623,Baby & Toddler Belts,4,5422,Apparel & Accessories > Clothing Accessories > Baby & Toddler Clothing Accessories > Baby & Toddler Belts
5624,Baby & Toddler Gloves & Mittens,4,5422,Apparel & Accessories > Clothing Accessories > Baby & Toddler Clothing Accessories > Baby & Toddler Gloves & Mittens
5625,Baby & Toddler Hats,4,5422,Apparel & Accessories > Clothing Accessories > Baby & Toddler Clothing Accessories > Baby & Toddler Hats
5626,Baby Protective Wear,4,5422,Apparel & Accessories > Clothing Accessories > Baby & Toddler Clothing Accessories > Baby Protective Wear
1786,Balaclavas,3,167,Apparel & Accessories > Clothing Accessories > Balaclavas
168,Bandanas & Headties,3,167,Apparel & Accessories > Clothing Accessories > Bandanas & Headties
543586,Bandanas,4,168,Apparel & Accessories > Clothing Accessories > Bandanas & Headties > Bandanas
543587,Hair Care Wraps,4,168,Apparel & Accessories > Clothing Accessories > Bandanas & Headties > Hair Care Wraps
3913,Belt Buckles,3,167,Apparel & Accessories > Clothing Accessories > Belt Buckles
169,Belts,3,167,Apparel & Accessories > Clothing Accessories > Belts
5443,Bridal Accessories,3,167,Apparel & Accessories > Clothing Accessories > Bridal Accessories
5446,Bridal Veils,4,5443,Apparel & Accessories > Clothing Accessories > Bridal Accessories > Bridal Veils
6985,Button Studs,3,167,Apparel & Accessories > Clothing Accessories > Button Studs
6984,Collar Stays,3,167,Apparel & Accessories > Clothing Accessories > Collar Stays
193,Cufflinks,3,167,Apparel & Accessories > Clothing Accessories > Cufflinks
5114,Decorative Fans,3,167,Apparel & Accessories > Clothing Accessories > Decorative Fans
6238,Earmuffs,3,167,Apparel & Accessories > Clothing Accessories > Earmuffs
170,Gloves & Mittens,3,167,Apparel & Accessories > Clothing Accessories > Gloves & Mittens
171,Hair Accessories,3,167,Apparel & Accessories > Clothing Accessories > Hair Accessories
8451,Hair Bun & Volume Shapers,4,171,Apparel & Accessories > Clothing Accessories > Hair Accessories > Hair Bun & Volume Shapers
2477,Hair Combs,4,171,Apparel & Accessories > Clothing Accessories > Hair Accessories > Hair Combs
4057,Hair Extensions,4,171,Apparel & Accessories > Clothing Accessories > Hair Accessories > Hair Extensions
1948,Hair Forks & Sticks,4,171,Apparel & Accessories > Clothing Accessories > Hair Accessories > Hair Forks & Sticks
6183,Hair Nets,4,171,Apparel & Accessories > Clothing Accessories > Hair Accessories > Hair Nets
502988,"Hair Pins, Claws & Clips",4,171,"Apparel & Accessories > Clothing Accessories > Hair Accessories > Hair Pins, Claws & Clips"
543646,Barrettes,5,502988,"Apparel & Accessories > Clothing Accessories > Hair Accessories > Hair Pins, Claws & Clips > Barrettes"
543645,Hair Claws & Clips,5,502988,"Apparel & Accessories > Clothing Accessories > Hair Accessories > Hair Pins, Claws & Clips > Hair Claws & Clips"
543644,Hair Pins,5,502988,"Apparel & Accessories > Clothing Accessories > Hair Accessories > Hair Pins, Claws & Clips > Hair Pins"
5915,Hair Wreaths,4,171,Apparel & Accessories > Clothing Accessories > Hair Accessories > Hair Wreaths
1662,Headbands,4,171,Apparel & Accessories > Clothing Accessories > Hair Accessories > Headbands
1483,Ponytail Holders,4,171,Apparel & Accessories > Clothing Accessories > Hair Accessories > Ponytail Holders
5914,Tiaras,4,171,Apparel & Accessories > Clothing Accessories > Hair Accessories > Tiaras
7305,Wig Accessories,4,171,Apparel & Accessories > Clothing Accessories > Hair Accessories > Wig Accessories
7307,Wig Caps,5,7305,Apparel & Accessories > Clothing Accessories > Hair Accessories > Wig Accessories > Wig Caps
7306,Wig Glue & Tape,5,7305,Apparel & Accessories > Clothing Accessories > Hair Accessories > Wig Accessories > Wig Glue & Tape
181,Wigs,4,171,Apparel & Accessories > Clothing Accessories > Hair Accessories > Wigs
7133,Hand Muffs,3,167,Apparel & Accessories > Clothing Accessories > Hand Muffs
5207,Handkerchiefs,3,167,Apparel & Accessories > Clothing Accessories > Handkerchiefs
173,Hats,3,167,Apparel & Accessories > Clothing Accessories > Hats
2020,Headwear,3,167,Apparel & Accessories > Clothing Accessories > Headwear
7054,Fascinators,4,2020,Apparel & Accessories > Clothing Accessories > Headwear > Fascinators
1922,Headdresses,4,2020,Apparel & Accessories > Clothing Accessories > Headwear > Headdresses
5939,Turbans,4,2020,Apparel & Accessories > Clothing Accessories > Headwear > Turbans
5941,Leg Warmers,3,167,Apparel & Accessories > Clothing Accessories > Leg Warmers
6268,Leis,3,167,Apparel & Accessories > Clothing Accessories > Leis
502987,Maternity Belts & Support Bands,3,167,Apparel & Accessories > Clothing Accessories > Maternity Belts & Support Bands
7230,Neck Gaiters,3,167,Apparel & Accessories > Clothing Accessories > Neck Gaiters
176,Neckties,3,167,Apparel & Accessories > Clothing Accessories > Neckties
4179,Pinback Buttons,3,167,Apparel & Accessories > Clothing Accessories > Pinback Buttons
499972,Sashes,3,167,Apparel & Accessories > Clothing Accessories > Sashes
177,Scarves & Shawls,3,167,Apparel & Accessories > Clothing Accessories > Scarves & Shawls
543673,Scarves,4,177,Apparel & Accessories > Clothing Accessories > Scarves & Shawls > Scarves
543674,Shawls,4,177,Apparel & Accessories > Clothing Accessories > Scarves & Shawls > Shawls
178,Sunglasses,3,167,Apparel & Accessories > Clothing Accessories > Sunglasses
179,Suspenders,3,167,Apparel & Accessories > Clothing Accessories > Suspenders
180,Tie Clips,3,167,Apparel & Accessories > Clothing Accessories > Tie Clips
5390,Traditional Clothing Accessories,3,167,Apparel & Accessories > Clothing Accessories > Traditional Clothing Accessories
5688,Kimono Underclothes,4,5390,Apparel & Accessories > Clothing Accessories > Traditional Clothing Accessories > Kimono Underclothes
5686,Obi Accessories,4,5390,Apparel & Accessories > Clothing Accessories > Traditional Clothing Accessories > Obi Accessories
5687,Obis,4,5390,Apparel & Accessories > Clothing Accessories > Traditional Clothing Accessories > Obis
5685,Tabi Socks,4,5390,Apparel & Accessories > Clothing Accessories > Traditional Clothing Accessories > Tabi Socks
1893,Wristbands,3,167,Apparel & Accessories > Clothing Accessories > Wristbands
184,Costumes & Accessories,2,166,Apparel & Accessories > Costumes & Accessories
5192,Costume Accessories,3,184,Apparel & Accessories > Costumes & Accessories > Costume Accessories
7304,Bald Caps,4,5192,Apparel & Accessories > Costumes & Accessories > Costume Accessories > Bald Caps
8017,Costume Accessory Sets,4,5192,Apparel & Accessories > Costumes & Accessories > Costume Accessories > Costume Accessory Sets
5907,Costume Capes,4,5192,Apparel & Accessories > Costumes & Accessories > Costume Accessories > Costume Capes
8200,Costume Gloves,4,5192,Apparel & Accessories > Costumes & Accessories > Costume Accessories > Costume Gloves
5426,Costume Hats,4,5192,Apparel & Accessories > Costumes & Accessories > Costume Accessories > Costume Hats
500118,Costume Special Effects,4,5192,Apparel & Accessories > Costumes & Accessories > Costume Accessories > Costume Special Effects
500008,Costume Tobacco Products,4,5192,Apparel & Accessories > Costumes & Accessories > Costume Accessories > Costume Tobacco Products
8018,Pretend Jewelry,4,5192,Apparel & Accessories > Costumes & Accessories > Costume Accessories > Pretend Jewelry
5387,Costume Shoes,3,184,Apparel & Accessories > Costumes & Accessories > Costume Shoes
5193,Costumes,3,184,Apparel & Accessories > Costumes & Accessories > Costumes
5194,Masks,3,184,Apparel & Accessories > Costumes & Accessories > Masks
6552,Handbag & Wallet Accessories,2,166,Apparel & Accessories > Handbag & Wallet Accessories
6460,Checkbook Covers,3,6552,Apparel & Accessories > Handbag & Wallet Accessories > Checkbook Covers
175,Keychains,3,6552,Apparel & Accessories > Handbag & Wallet Accessories > Keychains
6277,Lanyards,3,6552,Apparel & Accessories > Handbag & Wallet Accessories > Lanyards
5841,Wallet Chains,3,6552,Apparel & Accessories > Handbag & Wallet Accessories > Wallet Chains
6551,"Handbags, Wallets & Cases",2,166,"Apparel & Accessories > Handbags, Wallets & Cases"
6170,Badge & Pass Holders,3,6551,"Apparel & Accessories > Handbags, Wallets & Cases > Badge & Pass Holders"
6169,Business Card Cases,3,6551,"Apparel & Accessories > Handbags, Wallets & Cases > Business Card Cases"
3032,Handbags,3,6551,"Apparel & Accessories > Handbags, Wallets & Cases > Handbags"
2668,Wallets & Money Clips,3,6551,"Apparel & Accessories > Handbags, Wallets & Cases > Wallets & Money Clips"
188,Jewelry,2,166,Apparel & Accessories > Jewelry
189,Anklets,3,188,Apparel & Accessories > Jewelry > Anklets
190,Body Jewelry,3,188,Apparel & Accessories > Jewelry > Body Jewelry
191,Bracelets,3,188,Apparel & Accessories > Jewelry > Bracelets
197,Brooches & Lapel Pins,3,188,Apparel & Accessories > Jewelry > Brooches & Lapel Pins
192,Charms & Pendants,3,188,Apparel & Accessories > Jewelry > Charms & Pendants
194,Earrings,3,188,Apparel & Accessories > Jewelry > Earrings
6463,Jewelry Sets,3,188,Apparel & Accessories > Jewelry > Jewelry Sets
196,Necklaces,3,188,Apparel & Accessories > Jewelry > Necklaces
200,Rings,3,188,Apparel & Accessories > Jewelry > Rings
5122,Watch Accessories,3,188,Apparel & Accessories > Jewelry > Watch Accessories
5123,Watch Bands,4,5122,Apparel & Accessories > Jewelry > Watch Accessories > Watch Bands
7471,Watch Stickers & Decals,4,5122,Apparel & Accessories > Jewelry > Watch Accessories > Watch Stickers & Decals
6870,Watch Winders,4,5122,Apparel & Accessories > Jewelry > Watch Accessories > Watch Winders
201,Watches,3,188,Apparel & Accessories > Jewelry > Watches
1933,Shoe Accessories,2,166,Apparel & Accessories > Shoe Accessories
5567,Boot Liners,3,1933,Apparel & Accessories > Shoe Accessories > Boot Liners
7078,Gaiters,3,1933,Apparel & Accessories > Shoe Accessories > Gaiters
5385,Shoe Covers,3,1933,Apparel & Accessories > Shoe Accessories > Shoe Covers
1856,Shoelaces,3,1933,Apparel & Accessories > Shoe Accessories > Shoelaces
2427,Spurs,3,1933,Apparel & Accessories > Shoe Accessories > Spurs
187,Shoes,2,166,Apparel & Accessories > Shoes
8,Arts & Entertainment,1,0,Arts & Entertainment
499969,Event Tickets,2,8,Arts & Entertainment > Event Tickets
5710,Hobbies & Creative Arts,2,8,Arts & Entertainment > Hobbies & Creative Arts
16,Arts & Crafts,3,5710,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts
505370,Art & Craft Kits,4,16,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Craft Kits
505374,Candle Making Kits,5,505370,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Craft Kits > Candle Making Kits
4778,Drawing & Painting Kits,5,505370,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Craft Kits > Drawing & Painting Kits
6382,Fabric Repair Kits,5,505370,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Craft Kits > Fabric Repair Kits
6989,Incense Making Kits,5,505370,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Craft Kits > Incense Making Kits
502979,Jewelry Making Kits,5,505370,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Craft Kits > Jewelry Making Kits
6829,Mosaic Kits,5,505370,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Craft Kits > Mosaic Kits
7096,Needlecraft Kits,5,505370,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Craft Kits > Needlecraft Kits
503758,Scrapbooking & Stamping Kits,5,505370,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Craft Kits > Scrapbooking & Stamping Kits
4986,Toy Craft Kits,5,505370,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Craft Kits > Toy Craft Kits
505372,Art & Crafting Materials,4,16,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Materials
24,Art & Craft Paper,5,505372,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Materials > Art & Craft Paper
505399,Cardstock & Scrapbooking Paper,6,24,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Materials > Art & Craft Paper > Cardstock & Scrapbooking Paper
543510,Cardstock,7,505399,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Materials > Art & Craft Paper > Cardstock & Scrapbooking Paper > Cardstock
543511,Scrapbooking Paper,7,505399,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Materials > Art & Craft Paper > Cardstock & Scrapbooking Paper > Scrapbooking Paper
2532,Construction Paper,6,24,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Materials > Art & Craft Paper > Construction Paper
8168,Craft Foil,6,24,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Materials > Art & Craft Paper > Craft Foil
505400,Drawing & Painting Paper,6,24,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Materials > Art & Craft Paper > Drawing & Painting Paper
2967,Origami Paper,6,24,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Materials > Art & Craft Paper > Origami Paper
6110,Transfer Paper,6,24,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Materials > Art & Craft Paper > Transfer Paper
2741,Vellum Paper,6,24,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Materials > Art & Craft Paper > Vellum Paper
505380,Craft Fasteners & Closures,5,505372,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Materials > Craft Fasteners & Closures
4226,Buttons & Snaps,6,505380,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Materials > Craft Fasteners & Closures > Buttons & Snaps
505408,Clasps & Hooks,6,505380,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Materials > Craft Fasteners & Closures > Clasps & Hooks
505409,Eyelets & Grommets,6,505380,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Materials > Craft Fasteners & Closures > Eyelets & Grommets
6145,Hook and Loop Fasteners,6,505380,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Materials > Craft Fasteners & Closures > Hook and Loop Fasteners
500056,Zipper Pulls,6,505380,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Materials > Craft Fasteners & Closures > Zipper Pulls
4174,Zippers,6,505380,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Materials > Craft Fasteners & Closures > Zippers
505378,"Craft Paint, Ink & Glaze",5,505372,"Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Materials > Craft Paint, Ink & Glaze"
505417,Art & Craft Paint,6,505378,"Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Materials > Craft Paint, Ink & Glaze > Art & Craft Paint"
500094,Art Fixatives,6,505378,"Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Materials > Craft Paint, Ink & Glaze > Art Fixatives"
505416,Art Ink,6,505378,"Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Materials > Craft Paint, Ink & Glaze > Art Ink"
499879,Ceramic & Pottery Glazes,6,505378,"Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Materials > Craft Paint, Ink & Glaze > Ceramic & Pottery Glazes"
505415,Craft Dyes,6,505378,"Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Materials > Craft Paint, Ink & Glaze > Craft Dyes"
505414,Ink Pads,6,505378,"Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Materials > Craft Paint, Ink & Glaze > Ink Pads"
6558,Paint Mediums,6,505378,"Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Materials > Craft Paint, Ink & Glaze > Paint Mediums"
505381,Craft Shapes & Bases,5,505372,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Materials > Craft Shapes & Bases
6117,Craft Foam & Styrofoam,6,505381,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Materials > Craft Shapes & Bases > Craft Foam & Styrofoam
505404,Craft Wood & Shapes,6,505381,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Materials > Craft Shapes & Bases > Craft Wood & Shapes
505403,Papier Mache Shapes,6,505381,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Materials > Craft Shapes & Bases > Papier Mache Shapes
504419,Wreath & Floral Frames,6,505381,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Materials > Craft Shapes & Bases > Wreath & Floral Frames
505376,Crafting Adhesives & Magnets,5,505372,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Materials > Crafting Adhesives & Magnets
503745,Craft & Office Glue,6,505376,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Materials > Crafting Adhesives & Magnets > Craft & Office Glue
36,Craft Magnets,6,505376,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Materials > Crafting Adhesives & Magnets > Craft Magnets
505419,Decorative Tape,6,505376,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Materials > Crafting Adhesives & Magnets > Decorative Tape
7192,Floral Tape,6,505376,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Materials > Crafting Adhesives & Magnets > Floral Tape
6418,Fusible Tape,6,505376,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Materials > Crafting Adhesives & Magnets > Fusible Tape
505382,Crafting Fibers,5,505372,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Materials > Crafting Fibers
6540,Jewelry & Beading Cord,6,505382,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Materials > Crafting Fibers > Jewelry & Beading Cord
49,Thread & Floss,6,505382,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Materials > Crafting Fibers > Thread & Floss
6140,Unspun Fiber,6,505382,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Materials > Crafting Fibers > Unspun Fiber
2669,Yarn,6,505382,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Materials > Crafting Fibers > Yarn
